acc	sex	mapped_sex
SRR3190148		unknown
SRR3190155		unknown
SRR3190157		unknown
SRR3190160		unknown
SRR3190166		unknown
SRR3190168		unknown
SRR3190171		unknown
SRR3190175		unknown
SRR3190176		unknown
SRR3190180		unknown
SRR3190185		unknown
SRR3190197		unknown
SRR3190219		unknown
SRR3190220		unknown
SRR3190228		unknown
SRR3190235		unknown
SRR3190239		unknown
SRR3190250		unknown
SRR3190253		unknown
SRR3190260		unknown
SRR3190270		unknown
SRR3190272		unknown
SRR3190279		unknown
SRR3190292		unknown
SRR3190306		unknown
SRR3190309		unknown
SRR3190312		unknown
SRR3190315		unknown
SRR3190336		unknown
SRR3190338		unknown
SRR3190349		unknown
SRR3190362		unknown
SRR3190382		unknown
SRR3190384		unknown
SRR3190388		unknown
SRR3190393		unknown
SRR3190395		unknown
SRR3190404		unknown
SRR3190409		unknown
SRR3190442		unknown
SRR3195012		unknown
SRR3195013		unknown
SRR3195014		unknown
SRR3195015		unknown
SRR3195016		unknown
SRR3195017		unknown
SRR3195018		unknown
SRR3195020		unknown
SRR3195021		unknown
SRR3195022		unknown
SRR3195023		unknown
SRR3223741		unknown
SRR3234353		unknown
SRR3234354		unknown
SRR3234355		unknown
SRR3234356		unknown
SRR3234357		unknown
SRR3234358		unknown
SRR3234359		unknown
SRR3234360		unknown
SRR3234361		unknown
SRR3270972		unknown
SRR3306080		unknown
SRR3313600		unknown
SRR3313601		unknown
SRR3313602		unknown
SRR3313603		unknown
SRR3313604		unknown
SRR3313605		unknown
SRR3313606		unknown
SRR3313607		unknown
SRR3313608		unknown
SRR3313609		unknown
SRR3313610		unknown
SRR3313611		unknown
SRR3313612		unknown
SRR3313613		unknown
SRR3313614		unknown
SRR3315915		unknown
SRR3315916		unknown
SRR3315917		unknown
SRR3315918		unknown
SRR3315919		unknown
SRR3315920		unknown
SRR3318878		unknown
SRR3331786		unknown
SRR3331787		unknown
SRR3331789		unknown
SRR3331791		unknown
SRR3331792		unknown
SRR3331793		unknown
SRR3331794		unknown
SRR3331795		unknown
SRR3331797		unknown
SRR3331798		unknown
SRR3331800		unknown
SRR3331801		unknown
SRR3331802		unknown
SRR3331803		unknown
SRR3331805		unknown
SRR3331806		unknown
SRR3331807		unknown
SRR3331808		unknown
SRR3331809		unknown
SRR3362336		unknown
SRR3362337		unknown
SRR3362338		unknown
SRR3362339		unknown
SRR3362340		unknown
SRR3362341		unknown
SRR3362342		unknown
SRR3362343		unknown
SRR3362344		unknown
SRR3362345		unknown
SRR3362346		unknown
SRR3362347		unknown
SRR3362348		unknown
SRR3362349		unknown
SRR3362350		unknown
SRR3362351		unknown
SRR3362352		unknown
SRR3362353		unknown
SRR3362354		unknown
SRR3362355		unknown
SRR3362356		unknown
SRR3362357		unknown
SRR3362358		unknown
SRR3362360		unknown
SRR3362361		unknown
SRR3362362		unknown
SRR3362363		unknown
SRR3362364		unknown
SRR3362365		unknown
SRR3362366		unknown
SRR3395443		unknown
SRR3395904		unknown
SRR3395970		unknown
SRR3402469		unknown
SRR3402470		unknown
SRR3402471		unknown
SRR3402472		unknown
SRR3402473		unknown
SRR3402474		unknown
SRR3402475		unknown
SRR3402476		unknown
SRR3402477		unknown
SRR3402478		unknown
SRR3406621		unknown
SRR3406624		unknown
SRR3406630		unknown
SRR3406634		unknown
SRR3406637		unknown
SRR3406640		unknown
SRR3406642		unknown
SRR3406646		unknown
SRR3406648		unknown
SRR3407213		unknown
SRR3407214		unknown
SRR3457673		unknown
SRR3457674		unknown
SRR3457675		unknown
SRR3457676		unknown
SRR3457677		unknown
SRR3457678		unknown
SRR3457679		unknown
SRR3457680		unknown
SRR3467514		unknown
SRR3467515		unknown
SRR3467516		unknown
SRR3467517		unknown
SRR3467518		unknown
SRR3467519		unknown
SRR3467520		unknown
SRR3467521		unknown
SRR3467522		unknown
SRR3467523		unknown
SRR3467524		unknown
SRR3467525		unknown
SRR3467526		unknown
SRR3467527		unknown
SRR3467528		unknown
SRR3467529		unknown
SRR3467530		unknown
SRR3467531		unknown
SRR3467532		unknown
SRR3467533		unknown
SRR3467534		unknown
SRR3467535		unknown
SRR3467536		unknown
SRR3467537		unknown
SRR3476021		unknown
SRR3476024		unknown
SRR3476025		unknown
SRR3476385		unknown
SRR3476386		unknown
SRR3476387		unknown
SRR3476388		unknown
SRR3476389		unknown
SRR3476390		unknown
SRR3476391		unknown
SRR3476392		unknown
SRR3501860		unknown
SRR3501891		unknown
SRR3501892		unknown
SRR3501893		unknown
SRR3501894		unknown
SRR3501895		unknown
SRR3501896		unknown
SRR3501897		unknown
SRR3503192		unknown
SRR3503193		unknown
SRR3503194		unknown
SRR3503197		unknown
SRR3504458		unknown
SRR3529499		unknown
SRR3529521		unknown
SRR3529523		unknown
SRR3529525		unknown
SRR3544880		unknown
SRR3544882		unknown
SRR3544883		unknown
SRR3544886		unknown
SRR3544895		unknown
SRR3544897		unknown
SRR3544900		unknown
SRR3544903		unknown
SRR3544909		unknown
SRR3544912		unknown
SRR3544915		unknown
SRR3544918		unknown
SRR3544921		unknown
SRR3544922		unknown
SRR3544924		unknown
SRR3544925		unknown
SRR3544928		unknown
SRR3544933		unknown
SRR3560835		unknown
SRR3560836		unknown
SRR3560837		unknown
SRR3560838		unknown
SRR3560839		unknown
SRR3560840		unknown
SRR3560841		unknown
SRR3560842		unknown
SRR3560843		unknown
SRR3560844		unknown
SRR3560845		unknown
SRR3560846		unknown
SRR3560847		unknown
SRR3560848		unknown
SRR3560849		unknown
SRR3560850		unknown
SRR3560851		unknown
SRR3560852		unknown
SRR3560853		unknown
SRR3560854		unknown
SRR3560855		unknown
SRR3560856		unknown
SRR3560857		unknown
SRR3560858		unknown
SRR3560859		unknown
SRR3560860		unknown
SRR3560861		unknown
SRR3560862		unknown
SRR3560863		unknown
SRR3560864		unknown
SRR3560865		unknown
SRR3560866		unknown
SRR3560867		unknown
SRR3560868		unknown
SRR3560869		unknown
SRR3560870		unknown
SRR3560871		unknown
SRR3560872		unknown
SRR3560873		unknown
SRR3560874		unknown
SRR3560875		unknown
SRR3560876		unknown
SRR3560877		unknown
SRR3560878		unknown
SRR3560879		unknown
SRR3560880		unknown
SRR3560881		unknown
SRR3560882		unknown
SRR3560883		unknown
SRR3560884		unknown
SRR3560885		unknown
SRR3560886		unknown
SRR3567673		unknown
SRR3579134		unknown
SRR3579135		unknown
SRR3579136		unknown
SRR3579137		unknown
SRR3579138		unknown
SRR3579139		unknown
SRR3579140		unknown
SRR3579141		unknown
SRR3579142		unknown
SRR3579143		unknown
SRR3579144		unknown
SRR3579145		unknown
SRR3579146		unknown
SRR3579147		unknown
SRR3579148		unknown
SRR3579149		unknown
SRR3579150		unknown
SRR3579151		unknown
SRR3579152		unknown
SRR3579153		unknown
SRR3579154		unknown
SRR3579155		unknown
SRR3579156		unknown
SRR3579157		unknown
SRR3579158		unknown
SRR3579159		unknown
SRR3579160		unknown
SRR3579161		unknown
SRR3579162		unknown
SRR3585503		unknown
SRR3585504		unknown
SRR3593047		unknown
SRR3622148		unknown
SRR3622149		unknown
SRR3622150		unknown
SRR3622151		unknown
SRR3622152		unknown
SRR3622154		unknown
SRR3622155		unknown
SRR3622156		unknown
SRR3622157		unknown
SRR3622158		unknown
SRR3622159		unknown
SRR3622160		unknown
SRR3622162		unknown
SRR3622163		unknown
SRR3622164		unknown
SRR3622167		unknown
SRR3622168		unknown
SRR3622169		unknown
SRR3622172		unknown
SRR3622173		unknown
SRR3622175		unknown
SRR3622176		unknown
SRR3622177		unknown
SRR3622180		unknown
SRR3622181		unknown
SRR3622182		unknown
SRR3622183		unknown
SRR3622185		unknown
SRR3622186		unknown
SRR3622187		unknown
SRR3622188		unknown
SRR3622189		unknown
SRR3622190		unknown
SRR3622191		unknown
SRR3622193		unknown
SRR3622195		unknown
SRR3622197		unknown
SRR3622198		unknown
SRR3622199		unknown
SRR3622201		unknown
SRR3622202		unknown
SRR3622203		unknown
SRR3622205		unknown
SRR3622206		unknown
SRR3622207		unknown
SRR3622208		unknown
SRR3622209		unknown
SRR3622211		unknown
SRR3622212		unknown
SRR3622213		unknown
SRR3622214		unknown
SRR3622215		unknown
SRR3622217		unknown
SRR3622218		unknown
SRR3622219		unknown
SRR3643462		unknown
SRR3643463		unknown
SRR3643465		unknown
SRR364442		unknown
SRR364443		unknown
SRR364444		unknown
SRR364445		unknown
SRR364446		unknown
SRR364447		unknown
SRR364448		unknown
SRR364449		unknown
SRR3657386		unknown
SRR3657388		unknown
SRR3657481		unknown
SRR3657482		unknown
SRR3657483		unknown
SRR3657484		unknown
SRR3657485		unknown
SRR3657486		unknown
SRR3657487		unknown
SRR3657488		unknown
SRR3665758		unknown
SRR3665759		unknown
SRR3665760		unknown
SRR3665763		unknown
SRR3665767		unknown
SRR3665769		unknown
SRR3665770		unknown
SRR3665775		unknown
SRR3665776		unknown
SRR3665777		unknown
SRR3665778		unknown
SRR3665779		unknown
SRR3665780		unknown
SRR3665781		unknown
SRR3665782		unknown
SRR3665785		unknown
SRR3665789		unknown
SRR3825003		unknown
SRR3825004		unknown
SRR3825005		unknown
SRR3825006		unknown
SRR3825007		unknown
SRR3825008		unknown
SRR3825009		unknown
SRR3825010		unknown
SRR3825011		unknown
SRR3825012		unknown
SRR3825013		unknown
SRR3825014		unknown
SRR3825015		unknown
SRR3825016		unknown
SRR3825017		unknown
SRR3825018		unknown
SRR3825020		unknown
SRR3825021		unknown
SRR3825022		unknown
SRR3825023		unknown
SRR3825024		unknown
SRR3825025		unknown
SRR3825026		unknown
SRR3825027		unknown
SRR3825028		unknown
SRR3825029		unknown
SRR3825030		unknown
SRR3825161		unknown
SRR3825162		unknown
SRR3825163		unknown
SRR3825164		unknown
SRR3825165		unknown
SRR3825166		unknown
SRR3825167		unknown
SRR3825168		unknown
SRR3825169		unknown
SRR3825170		unknown
SRR3825171		unknown
SRR3825172		unknown
SRR3902565		unknown
SRR3902566		unknown
SRR3906253		unknown
SRR3906254		unknown
SRR3906255		unknown
SRR3906256		unknown
SRR3906257		unknown
SRR3906274		unknown
SRR3906291		unknown
SRR3906293		unknown
SRR3906308		unknown
SRR3906324		unknown
SRR3951985		unknown
SRR3951986		unknown
SRR3951988		unknown
SRR3951989		unknown
SRR3951990		unknown
SRR3953273		unknown
SRR3953276		unknown
SRR3953278		unknown
SRR3957260		unknown
SRR3957261		unknown
SRR3957262		unknown
SRR3957263		unknown
SRR4030943		unknown
SRR4030945		unknown
SRR4030946		unknown
SRR4039828		unknown
SRR4039829		unknown
SRR4039830		unknown
SRR4039831		unknown
SRR4039832		unknown
SRR4039834		unknown
SRR4039837		unknown
SRR4039839		unknown
SRR4039840		unknown
SRR4039841		unknown
SRR4039842		unknown
SRR4039843		unknown
SRR4039844		unknown
SRR4039847		unknown
SRR4039848		unknown
SRR4039850		unknown
SRR4039851		unknown
SRR4039856		unknown
SRR4039857		unknown
SRR4039858		unknown
SRR4039860		unknown
SRR4039861		unknown
SRR4039862		unknown
SRR4039863		unknown
SRR4039865		unknown
SRR4039867		unknown
SRR4039868		unknown
SRR4039869		unknown
SRR4039870		unknown
SRR4039873		unknown
SRR4039874		unknown
SRR4039875		unknown
SRR4039876		unknown
SRR4039877		unknown
SRR4039878		unknown
SRR4039879		unknown
SRR4039880		unknown
SRR4039881		unknown
SRR4039882		unknown
SRR4039883		unknown
SRR4039885		unknown
SRR4039886		unknown
SRR4039888		unknown
SRR4039889		unknown
SRR4039891		unknown
SRR407179		unknown
SRR407180		unknown
SRR407419		unknown
SRR407420		unknown
SRR407421		unknown
SRR407422		unknown
SRR4105436		unknown
SRR4105437		unknown
SRR4105438		unknown
SRR4105439		unknown
SRR4105440		unknown
SRR4105441		unknown
SRR4123954		unknown
SRR4123955		unknown
SRR4123956		unknown
SRR4123957		unknown
SRR4123958		unknown
SRR4123959		unknown
SRR4123960		unknown
SRR4123961		unknown
SRR4123962		unknown
SRR4125033		unknown
SRR4125034		unknown
SRR4125035		unknown
SRR4125036		unknown
SRR4125037		unknown
SRR4125038		unknown
SRR4125039		unknown
SRR4125040		unknown
SRR4125041		unknown
SRR4125042		unknown
SRR4125043		unknown
SRR4125044		unknown
SRR4125045		unknown
SRR4125046		unknown
SRR4125047		unknown
SRR4125048		unknown
SRR4125049		unknown
SRR4125050		unknown
SRR4125051		unknown
SRR4125052		unknown
SRR4125053		unknown
SRR4125054		unknown
SRR4125055		unknown
SRR4125056		unknown
SRR4125057		unknown
SRR4125058		unknown
SRR4125059		unknown
SRR4125060		unknown
SRR4125061		unknown
SRR4125062		unknown
SRR4125063		unknown
SRR4125064		unknown
SRR4192015		unknown
SRR4192016		unknown
SRR4192018		unknown
SRR4192019		unknown
SRR4192020		unknown
SRR4192022		unknown
SRR4242635		unknown
SRR4242636		unknown
SRR4242637		unknown
SRR4242638		unknown
SRR4242639		unknown
SRR4242641		unknown
SRR4242642		unknown
SRR4242643		unknown
SRR4242644		unknown
SRR4242645		unknown
SRR4242646		unknown
SRR4242647		unknown
SRR4242648		unknown
SRR4242649		unknown
SRR4242650		unknown
SRR4242651		unknown
SRR4242652		unknown
SRR4242653		unknown
SRR4242654		unknown
SRR4242655		unknown
SRR4242656		unknown
SRR4242658		unknown
SRR4242659		unknown
SRR4242660		unknown
SRR4242661		unknown
SRR4242662		unknown
SRR4242663		unknown
SRR4242664		unknown
SRR4242665		unknown
SRR4242666		unknown
SRR4242667		unknown
SRR4242668		unknown
SRR4242669		unknown
SRR4242670		unknown
SRR4242671		unknown
SRR4242672		unknown
SRR4242673		unknown
SRR4242674		unknown
SRR4242675		unknown
SRR4242676		unknown
SRR4242677		unknown
SRR4242678		unknown
SRR4242679		unknown
SRR4242680		unknown
SRR4242681		unknown
SRR4242682		unknown
SRR4242683		unknown
SRR4254575		unknown
SRR4254576		unknown
SRR4254687		unknown
SRR4254692		unknown
SRR4254695		unknown
SRR4254696		unknown
SRR4254697		unknown
SRR4381416		unknown
SRR4381417		unknown
SRR4381418		unknown
SRR4381419		unknown
SRR4381420		unknown
SRR4416195		unknown
SRR4416196		unknown
SRR4416198		unknown
SRR4416200		unknown
SRR4423217		unknown
SRR4423218		unknown
SRR4423219		unknown
SRR4423220		unknown
SRR4423221		unknown
SRR4423222		unknown
SRR4423223		unknown
SRR4423225		unknown
SRR4423227		unknown
SRR4423228		unknown
SRR4423230		unknown
SRR4423233		unknown
SRR4423234		unknown
SRR4423235		unknown
SRR4423236		unknown
SRR4423237		unknown
SRR4423238		unknown
SRR4423239		unknown
SRR4423240		unknown
SRR4423242		unknown
SRR4423243		unknown
SRR4423245		unknown
SRR4423246		unknown
SRR4436664		unknown
SRR4436665		unknown
SRR4436666		unknown
SRR4436667		unknown
SRR4448322		unknown
SRR4448323		unknown
SRR4820757		unknown
SRR4820759		unknown
SRR4820763		unknown
SRR4820765		unknown
SRR496787		unknown
SRR496788		unknown
SRR496790		unknown
SRR496791		unknown
SRR496792		unknown
SRR5005370	male	male
SRR5005372	male	male
SRR5005374	male	male
SRR5005375	male	male
SRR5039055		unknown
SRR5039056		unknown
SRR5039057		unknown
SRR5039058		unknown
SRR5039060		unknown
SRR5039062		unknown
SRR5057186		unknown
SRR5057188		unknown
SRR5057196		unknown
SRR5057197		unknown
SRR5057198		unknown
SRR5057199		unknown
SRR5057204		unknown
SRR5057205		unknown
SRR5068345		unknown
SRR5068346		unknown
SRR5068347		unknown
SRR5068348		unknown
SRR5068349		unknown
SRR5068350		unknown
SRR5068351		unknown
SRR5068352		unknown
SRR5068353		unknown
SRR5097580		unknown
SRR5127135		unknown
SRR5127136		unknown
SRR5127137		unknown
SRR5127138		unknown
SRR5127139		unknown
SRR5127140		unknown
SRR5127141		unknown
SRR5127142		unknown
SRR5127143		unknown
SRR5127144		unknown
SRR5127145		unknown
SRR5127146		unknown
SRR5127147		unknown
SRR5127148		unknown
SRR5127149		unknown
SRR5127150		unknown
SRR5127151		unknown
SRR5127152		unknown
SRR5127153		unknown
SRR5127154		unknown
SRR5127155		unknown
SRR5127156		unknown
SRR5127157		unknown
SRR5127158		unknown
SRR5127159		unknown
SRR5127160		unknown
SRR5127161		unknown
SRR5127162		unknown
SRR5127237		unknown
SRR5127238		unknown
SRR5127239		unknown
SRR5127240		unknown
SRR5127241		unknown
SRR5127242		unknown
SRR5127243		unknown
SRR5127244		unknown
SRR5127245		unknown
SRR5127246		unknown
SRR5127247		unknown
SRR5127248		unknown
SRR5135702		unknown
SRR5135703		unknown
SRR5135704		unknown
SRR5135705		unknown
SRR5135706		unknown
SRR5135707		unknown
SRR5135708		unknown
SRR5151126		unknown
SRR5151127		unknown
SRR5151128		unknown
SRR5151129		unknown
SRR5151130		unknown
SRR5151131		unknown
SRR5151132		unknown
SRR5151133		unknown
SRR5151135		unknown
SRR5151136		unknown
SRR5171548		unknown
SRR5171549		unknown
SRR5171558		unknown
SRR5171561		unknown
SRR5171565		unknown
SRR5171566		unknown
SRR5171568		unknown
SRR5171572		unknown
SRR5171574		unknown
SRR5171575		unknown
SRR5198054		unknown
SRR5198056		unknown
SRR5204181		unknown
SRR5204182		unknown
SRR5204183		unknown
SRR5204184		unknown
SRR5204185		unknown
SRR5204186		unknown
SRR5204187		unknown
SRR5204188		unknown
SRR5204189		unknown
SRR5204190		unknown
SRR5204191		unknown
SRR5204192		unknown
SRR5204193		unknown
SRR5204194		unknown
SRR5204195		unknown
SRR5204196		unknown
SRR5204197		unknown
SRR5204198		unknown
SRR5204199		unknown
SRR5204200		unknown
SRR5240057		unknown
SRR5240058		unknown
SRR5240059		unknown
SRR5240060		unknown
SRR5249544		unknown
SRR5249545		unknown
SRR5249546		unknown
SRR5249547		unknown
SRR5249549		unknown
SRR5277489		unknown
SRR5277492		unknown
SRR5280056		unknown
SRR5280057		unknown
SRR5280058		unknown
SRR5280059		unknown
SRR5280060		unknown
SRR5280061		unknown
SRR5280324		unknown
SRR5280325		unknown
SRR5280326		unknown
SRR5280327		unknown
SRR5280328		unknown
SRR5280329		unknown
SRR5280330		unknown
SRR5280331		unknown
SRR5280332		unknown
SRR5280333		unknown
SRR5280334		unknown
SRR5280335		unknown
SRR5280336		unknown
SRR5280337		unknown
SRR5280338		unknown
SRR5280339		unknown
SRR5280340		unknown
SRR5280341		unknown
SRR5280342		unknown
SRR5280343		unknown
SRR5280344		unknown
SRR5280345		unknown
SRR5280346		unknown
SRR5280347		unknown
SRR5280348		unknown
SRR5280349		unknown
SRR5280350		unknown
SRR5280351		unknown
SRR5280352		unknown
SRR5280353		unknown
SRR5280354		unknown
SRR5280355		unknown
SRR5280356		unknown
SRR5280357		unknown
SRR5280358		unknown
SRR5291522		unknown
SRR5291525		unknown
SRR5291526		unknown
SRR5291527		unknown
SRR5291528		unknown
SRR5291532		unknown
SRR5291533		unknown
SRR5291534		unknown
SRR5291535		unknown
SRR5295326		unknown
SRR5295327		unknown
SRR5295328		unknown
SRR5295329		unknown
SRR5295330		unknown
SRR5295331		unknown
SRR5295332		unknown
SRR5295333		unknown
SRR5295334		unknown
SRR5295335		unknown
SRR5295336		unknown
SRR5295338		unknown
SRR5295339		unknown
SRR5295342		unknown
SRR5295344		unknown
SRR5295345		unknown
SRR5295346		unknown
SRR5295347		unknown
SRR5295349		unknown
SRR5295350		unknown
SRR5295351		unknown
SRR5295352		unknown
SRR5295353		unknown
SRR5295354		unknown
SRR5295355		unknown
SRR5295358		unknown
SRR5297369		unknown
SRR5297370		unknown
SRR5297372		unknown
SRR5330407		unknown
SRR5330408		unknown
SRR5330409		unknown
SRR5330410		unknown
SRR5330411		unknown
SRR5330412		unknown
SRR5330413		unknown
SRR5330414		unknown
SRR5330415		unknown
SRR5330417		unknown
SRR5330418		unknown
SRR5330419		unknown
SRR5330420		unknown
SRR5330421		unknown
SRR5330422		unknown
SRR5330423		unknown
SRR5330424		unknown
SRR5330425		unknown
SRR5335841		unknown
SRR5335842		unknown
SRR5335843		unknown
SRR5335844		unknown
SRR5335845		unknown
SRR5335846		unknown
SRR5335847		unknown
SRR5335848		unknown
SRR5335849		unknown
SRR5335850		unknown
SRR5335851		unknown
SRR5335852		unknown
SRR5353146		unknown
SRR5353148		unknown
SRR5353149		unknown
SRR5353151		unknown
SRR5353152		unknown
SRR5353153		unknown
SRR5353154		unknown
SRR5353155		unknown
SRR5353157		unknown
SRR5378808		unknown
SRR5378809		unknown
SRR5378810		unknown
SRR5378811		unknown
SRR5378812		unknown
SRR5406935	pooled male and female	mixed
SRR5406936	pooled male and female	mixed
SRR5406937	pooled male and female	mixed
SRR5406938	pooled male and female	mixed
SRR5406939	pooled male and female	mixed
SRR5406940	pooled male and female	mixed
SRR5406941	pooled male and female	mixed
SRR5406942	pooled male and female	mixed
SRR5406943	pooled male and female	mixed
SRR5412863		unknown
SRR5412864		unknown
SRR5412865		unknown
SRR5412866		unknown
SRR5412867		unknown
SRR5412868		unknown
SRR5412869		unknown
SRR5412870		unknown
SRR5412871		unknown
SRR5412872		unknown
SRR5412873		unknown
SRR5412874		unknown
SRR5412875		unknown
SRR5412876		unknown
SRR5412877		unknown
SRR5412878		unknown
SRR5412879		unknown
SRR5412880		unknown
SRR5412881		unknown
SRR5412882		unknown
SRR5412883		unknown
SRR5412884		unknown
SRR5412885		unknown
SRR5412886		unknown
SRR5412887		unknown
SRR5412888		unknown
SRR5412889		unknown
SRR5412890		unknown
SRR5412891		unknown
SRR5412892		unknown
SRR5412893		unknown
SRR5412894		unknown
SRR5412895		unknown
SRR5412896		unknown
SRR5412897		unknown
SRR5412898		unknown
SRR5412899		unknown
SRR5412900		unknown
SRR5412901		unknown
SRR5440744		unknown
SRR5440745		unknown
SRR5440746		unknown
SRR5440747		unknown
SRR5440748		unknown
SRR5440749		unknown
SRR5440750		unknown
SRR5440751		unknown
SRR5440752		unknown
SRR5440753		unknown
SRR5440754		unknown
SRR5440755		unknown
SRR5442425		unknown
SRR5442426		unknown
SRR5442427		unknown
SRR5442428		unknown
SRR5442429		unknown
SRR5442430		unknown
SRR5442431		unknown
SRR5442432		unknown
SRR5442433		unknown
SRR5442434		unknown
SRR5442435		unknown
SRR5442436		unknown
SRR5442437		unknown
SRR5442438		unknown
SRR5442439		unknown
SRR5442440		unknown
SRR5442441		unknown
SRR5442442		unknown
SRR5442443		unknown
SRR5442444		unknown
SRR5442445		unknown
SRR5442446		unknown
SRR5442447		unknown
SRR5442448		unknown
SRR5442449		unknown
SRR5442450		unknown
SRR5442451		unknown
SRR5442452		unknown
SRR5442453		unknown
SRR5442454		unknown
SRR5442455		unknown
SRR5442456		unknown
SRR5442457		unknown
SRR5442458		unknown
SRR5442459		unknown
SRR5442460		unknown
SRR5442461		unknown
SRR5442462		unknown
SRR5442463		unknown
SRR5442464		unknown
SRR5442465		unknown
SRR5442466		unknown
SRR5442467		unknown
SRR5442468		unknown
SRR5442469		unknown
SRR5442470		unknown
SRR5442471		unknown
SRR5442472		unknown
SRR5442473		unknown
SRR5442474		unknown
SRR5442476		unknown
SRR5442477		unknown
SRR5442478		unknown
SRR5442480		unknown
SRR5442481		unknown
SRR5442482		unknown
SRR5442483		unknown
SRR5442484		unknown
SRR5442485		unknown
SRR5442486		unknown
SRR5442487		unknown
SRR5442488		unknown
SRR5442489		unknown
SRR5442490		unknown
SRR5442491		unknown
SRR5442492		unknown
SRR5442493		unknown
SRR5442495		unknown
SRR5442496		unknown
SRR5442497		unknown
SRR5442498		unknown
SRR5442499		unknown
SRR5442500		unknown
SRR5442501		unknown
SRR5442502		unknown
SRR5442503		unknown
SRR5442504		unknown
SRR5442505		unknown
SRR5442506		unknown
SRR5442507		unknown
SRR5442508		unknown
SRR5442509		unknown
SRR5442510		unknown
SRR5442511		unknown
SRR5442512		unknown
SRR5442513		unknown
SRR5442514		unknown
SRR5442515		unknown
SRR5442516		unknown
SRR5442517		unknown
SRR5442518		unknown
SRR5442519		unknown
SRR5442520		unknown
SRR5442521		unknown
SRR5442522		unknown
SRR5442523		unknown
SRR5442524		unknown
SRR5442525		unknown
SRR5442526		unknown
SRR5442527		unknown
SRR5442528		unknown
SRR5442529		unknown
SRR5442530		unknown
SRR5442531		unknown
SRR5442532		unknown
SRR5442533		unknown
SRR5442534		unknown
SRR5442535		unknown
SRR5442536		unknown
SRR5442537		unknown
SRR5442538		unknown
SRR5442539		unknown
SRR5442540		unknown
SRR5442541		unknown
SRR5442542		unknown
SRR5442543		unknown
SRR5442544		unknown
SRR5442545		unknown
SRR5442546		unknown
SRR5442547		unknown
SRR5442548		unknown
SRR5442549		unknown
SRR5442550		unknown
SRR5442552		unknown
SRR5442553		unknown
SRR5442554		unknown
SRR5442555		unknown
SRR5442556		unknown
SRR5445294		unknown
SRR5445295		unknown
SRR5445297		unknown
SRR5457696		unknown
SRR5483289		unknown
SRR5483290		unknown
SRR5483291		unknown
SRR5483292		unknown
SRR5483293		unknown
SRR5483294		unknown
SRR5483295		unknown
SRR5483296		unknown
SRR5483297		unknown
SRR5483298		unknown
SRR5483299		unknown
SRR5483300		unknown
SRR5483304		unknown
SRR5483305		unknown
SRR5483306		unknown
SRR5483307		unknown
SRR5483308		unknown
SRR5483309		unknown
SRR5483310		unknown
SRR5483311		unknown
SRR5483315		unknown
SRR5483316		unknown
SRR5483317		unknown
SRR5483318		unknown
SRR5483319		unknown
SRR5483320		unknown
SRR5483321		unknown
SRR5483322		unknown
SRR5504166		unknown
SRR5504167		unknown
SRR5504168		unknown
SRR5504169		unknown
SRR5504170		unknown
SRR5504171		unknown
SRR5504172		unknown
SRR5504173		unknown
SRR5504174		unknown
SRR5504175		unknown
SRR5504176		unknown
SRR5504177		unknown
SRR5504178		unknown
SRR5504179		unknown
SRR5504180		unknown
SRR5504181		unknown
SRR5504182		unknown
SRR5504183		unknown
SRR5504184		unknown
SRR5504185		unknown
SRR5504186		unknown
SRR5504187		unknown
SRR5504188		unknown
SRR5504189		unknown
SRR5504190		unknown
SRR5504191		unknown
SRR5504192		unknown
SRR5504193		unknown
SRR5504212		unknown
SRR5504213		unknown
SRR5504214		unknown
SRR5504215		unknown
SRR5504216		unknown
SRR5504217		unknown
SRR5504218		unknown
SRR5504219		unknown
SRR5504220		unknown
SRR5504221		unknown
SRR5504222		unknown
SRR5504223		unknown
SRR5504224		unknown
SRR5504225		unknown
SRR5504226		unknown
SRR5504227		unknown
SRR5504228		unknown
SRR5504229		unknown
SRR5504230		unknown
SRR5504231		unknown
SRR5504232		unknown
SRR5504233		unknown
SRR5504234		unknown
SRR5504235		unknown
SRR5504236		unknown
SRR5504237		unknown
SRR5504238		unknown
SRR5504239		unknown
SRR5504240		unknown
SRR5504241		unknown
SRR5504242		unknown
SRR5504243		unknown
SRR5504244		unknown
SRR5504245		unknown
SRR5504246		unknown
SRR5504247		unknown
SRR5504248		unknown
SRR5504249		unknown
SRR5504250		unknown
SRR5504251		unknown
SRR5504252		unknown
SRR5504253		unknown
SRR5504254		unknown
SRR5504255		unknown
SRR5504256		unknown
SRR5504257		unknown
SRR5504258		unknown
SRR5504259		unknown
SRR5504260		unknown
SRR5504261		unknown
SRR5504262		unknown
SRR5504263		unknown
SRR5504264		unknown
SRR5504265		unknown
SRR5504266		unknown
SRR5504267		unknown
SRR5504268		unknown
SRR5504269		unknown
SRR5504270		unknown
SRR5504271		unknown
SRR5504272		unknown
SRR5504273		unknown
SRR5504274		unknown
SRR5504275		unknown
SRR5504276		unknown
SRR5504277		unknown
SRR5504278		unknown
SRR5504279		unknown
SRR5504280		unknown
SRR5504281		unknown
SRR5504282		unknown
SRR5504283		unknown
SRR5504284		unknown
SRR5504285		unknown
SRR5504286		unknown
SRR5504287		unknown
SRR5504288		unknown
SRR5504289		unknown
SRR5504290		unknown
SRR5504291		unknown
SRR5504292		unknown
SRR5504293		unknown
SRR5504294		unknown
