acc	sex	mapped_sex
GSM267303	male.	male
GSM267304	male.	male
GSM267305	male.	male
GSM267306	male.	male
GSM267307	male.	male
GSM267308	male.	male
GSM267309	male.	male
GSM267310	male.	male
GSM267312	male.	male
GSM267313	male.	male
GSM267314	male.	male
GSM267315	male.	male
GSM267316	male.	male
GSM267317	male.	male
GSM267318	male.	male
GSM267319	male.	male
GSM267320	male.	male
GSM2675543	male	male
GSM2675544	male	male
GSM2675545	male	male
GSM2675546	male	male
GSM2675547	male	male
GSM2675548	male	male
GSM2675549	male	male
GSM2675550	male	male
GSM2675551	male	male
GSM2677037		unknown
GSM2677038		unknown
GSM2677039		unknown
GSM2677040		unknown
GSM2677041		unknown
GSM2677042		unknown
GSM2677043		unknown
GSM2677044		unknown
GSM267996	male	male
GSM267997	male	male
GSM268007		unknown
GSM268209		unknown
GSM268210		unknown
GSM268211		unknown
GSM268212		unknown
GSM268213		unknown
GSM268214		unknown
GSM268215		unknown
GSM268217		unknown
GSM268218		unknown
GSM268219		unknown
GSM268220		unknown
GSM268221		unknown
GSM268222		unknown
GSM268223		unknown
GSM268224		unknown
GSM268225		unknown
GSM268226		unknown
GSM268227		unknown
GSM268228		unknown
GSM268229		unknown
GSM268230		unknown
GSM268231		unknown
GSM268232		unknown
GSM268233		unknown
GSM268234		unknown
GSM268235		unknown
GSM268236		unknown
GSM268237		unknown
GSM268238		unknown
GSM268239		unknown
GSM268240		unknown
GSM268241		unknown
GSM268242		unknown
GSM268243		unknown
GSM268244		unknown
GSM2685268		unknown
GSM2685269		unknown
GSM2685270		unknown
GSM2685271		unknown
GSM2685272		unknown
GSM2685273		unknown
GSM2685274		unknown
GSM2685275		unknown
GSM2685276		unknown
GSM2685277		unknown
GSM2685278		unknown
GSM2685279		unknown
GSM2685280		unknown
GSM2685281		unknown
GSM2685282		unknown
GSM2685283		unknown
GSM2685284		unknown
GSM2685285		unknown
GSM2685286		unknown
GSM2685287		unknown
GSM2685288		unknown
GSM2685289		unknown
GSM2685290		unknown
GSM2685291		unknown
GSM2685292		unknown
GSM2685293		unknown
GSM2685294		unknown
GSM2685295		unknown
GSM2685296		unknown
GSM2685297		unknown
GSM2685298		unknown
GSM2685299		unknown
GSM2685300		unknown
GSM2685301		unknown
GSM2685302		unknown
GSM2685303		unknown
GSM2685304		unknown
GSM2685305		unknown
GSM2685306		unknown
GSM2685307		unknown
GSM2685308		unknown
GSM2685309		unknown
GSM2685310		unknown
GSM2685311		unknown
GSM2685312		unknown
GSM2685313		unknown
GSM2685314		unknown
GSM2685315		unknown
GSM2685316		unknown
GSM2685317		unknown
GSM2685318		unknown
GSM2685319		unknown
GSM2685320		unknown
GSM2685321		unknown
GSM2685322		unknown
GSM2685323		unknown
GSM2685324		unknown
GSM2685325		unknown
GSM2685326		unknown
GSM2685327		unknown
GSM2691450	male	male
GSM2691451	male	male
GSM2691452	female	female
GSM2691453	female	female
GSM2691454	female	female
GSM2691455	female	female
GSM2691456	female	female
GSM2691457	female	female
GSM2691458	female	female
GSM2691459	female	female
GSM2691460	female	female
GSM2691461	female	female
GSM2691462	female	female
GSM2691463	female	female
GSM2691464	female	female
GSM2691465	female	female
GSM2691466	female	female
GSM2691467	female	female
GSM2691468	female	female
GSM2691469	female	female
GSM269476	male	male
GSM269479	male	male
GSM269480	male	male
GSM269481	male	male
GSM269641	male	male
GSM269642	male	male
GSM269643	male	male
GSM271362	male	male
GSM271365	male	male
GSM271367	male	male
GSM271369	male	male
GSM271372	male	male
GSM271375	male	male
GSM271377	male	male
GSM271379	male	male
GSM271382	male	male
GSM271383	male	male
GSM271384	male	male
GSM271385	male	male
GSM271386	male	male
GSM271387	male	male
GSM271388	male	male
GSM271389	male	male
GSM271390	male	male
GSM271391	male	male
GSM271392	male	male
GSM271393	male	male
GSM271394	male	male
GSM271395	male	male
GSM271396	male	male
GSM271397	male	male
GSM271906		unknown
GSM271907		unknown
GSM271908		unknown
GSM271909		unknown
GSM271910		unknown
GSM271911		unknown
GSM271912		unknown
GSM271913		unknown
GSM271914		unknown
GSM271915		unknown
GSM271916		unknown
GSM271917		unknown
GSM2722470	male	male
GSM2722472	male	male
GSM2722474	male	male
GSM2722476	male	male
GSM2722478	male	male
GSM2722480	male	male
GSM2722482	male	male
GSM2722483	male	male
GSM2722485	male	male
GSM2722487	male	male
GSM2722488	male	male
GSM2722490	male	male
GSM2722492	male	male
GSM2722494	male	male
GSM2722495	male	male
GSM2722497	male	male
GSM2722499	male	male
GSM2722501	male	male
GSM2722502	male	male
GSM2722504	male	male
GSM2722506	male	male
GSM2722508	male	male
GSM2722510	male	male
GSM2730230		unknown
GSM2730231		unknown
GSM2730232		unknown
GSM2730233		unknown
GSM2730234		unknown
GSM2730235		unknown
GSM2730242		unknown
GSM2730243		unknown
GSM2730244		unknown
GSM2730245		unknown
GSM2730246		unknown
GSM2730247		unknown
GSM273072		unknown
GSM273073		unknown
GSM273074		unknown
GSM273075		unknown
GSM273076		unknown
GSM273077		unknown
GSM273078		unknown
GSM273079		unknown
GSM2751710	male	male
GSM2751711	male	male
GSM2751712	male	male
GSM2751713	male	male
GSM2751714	male	male
GSM2751715	male	male
GSM2751716	male	male
GSM2751717	male	male
GSM275362		unknown
GSM275368		unknown
GSM2753905		unknown
GSM2753906		unknown
GSM2753907		unknown
GSM2753908		unknown
GSM2753909		unknown
GSM2753910		unknown
GSM2753911		unknown
GSM2753912		unknown
GSM2753913		unknown
GSM2753914		unknown
GSM2753915		unknown
GSM2753916		unknown
GSM2753917	male	male
GSM2753918	male	male
GSM2753919	male	male
GSM2753920	male	male
GSM2753921	male	male
GSM2753922	male	male
GSM2753923	male	male
GSM2753924	male	male
GSM2753925	male	male
GSM2753926	male	male
GSM2753927	male	male
GSM2753928	male	male
GSM2753929	male	male
GSM2753930	male	male
GSM2753931	male	male
GSM2753932	male	male
GSM276821		unknown
GSM276822		unknown
GSM276823		unknown
GSM276824		unknown
GSM276825		unknown
GSM276826		unknown
GSM276827		unknown
GSM276828		unknown
GSM276829		unknown
GSM276830		unknown
GSM276831		unknown
GSM276832		unknown
GSM276884		unknown
GSM276885		unknown
GSM276886		unknown
GSM276887		unknown
GSM2770911	male	male
GSM2770912	male	male
GSM2770913	male	male
GSM2770914	male	male
GSM2770915	male	male
GSM2770916	male	male
GSM2770917	male	male
GSM2770918	male	male
GSM2770919	male	male
GSM2770920	male	male
GSM2770921	male	male
GSM2770922	male	male
GSM2770923	male	male
GSM2770924	male	male
GSM2770925	male	male
GSM2770926	male	male
GSM277482	male	male
GSM277483	male	male
GSM277484	male	male
GSM277485	male	male
GSM277486	male	male
GSM277487	male	male
GSM277489	male	male
GSM277490	male	male
GSM277491	male	male
GSM277492	male	male
GSM277493	male	male
GSM2778490	male	male
GSM2778491	male	male
GSM2778492	male	male
GSM2778493	male	male
GSM2778494	male	male
GSM2778495	male	male
GSM2778496	male	male
GSM2778497	male	male
GSM2778498	male	male
GSM2778499	male	male
GSM2795140		unknown
GSM2795141		unknown
GSM2795142		unknown
GSM2795143		unknown
GSM2795144		unknown
GSM2795145		unknown
GSM2795146		unknown
GSM2795147		unknown
GSM2795148		unknown
GSM2795149		unknown
GSM2795150		unknown
GSM2795151		unknown
GSM2795152		unknown
GSM2795153		unknown
GSM2795154		unknown
GSM2795155		unknown
GSM2795156		unknown
GSM2795157		unknown
GSM2795158		unknown
GSM2795159		unknown
GSM2800651		unknown
GSM2800652		unknown
GSM2800653		unknown
GSM2800654		unknown
GSM2800655		unknown
GSM2800656		unknown
GSM2800657		unknown
GSM2800658		unknown
GSM2800659		unknown
GSM2800660		unknown
GSM2800661		unknown
GSM2800662		unknown
GSM280163		unknown
GSM280164		unknown
GSM280165		unknown
GSM280166		unknown
GSM280167		unknown
GSM280168		unknown
GSM280169		unknown
GSM280170		unknown
GSM280171		unknown
GSM280172		unknown
GSM280173		unknown
GSM280174		unknown
GSM280175		unknown
GSM280176		unknown
GSM280177		unknown
GSM280178		unknown
GSM280179		unknown
GSM280180		unknown
GSM280181		unknown
GSM280182		unknown
GSM280183		unknown
GSM280184		unknown
GSM280185		unknown
GSM280186		unknown
GSM280267		unknown
GSM280268		unknown
GSM280269		unknown
GSM280270		unknown
GSM280271		unknown
GSM280272		unknown
GSM280273		unknown
GSM280274		unknown
GSM280275		unknown
GSM280276		unknown
GSM280277		unknown
GSM280278		unknown
GSM280279		unknown
GSM280280		unknown
GSM280281		unknown
GSM280282		unknown
GSM280283		unknown
GSM280284		unknown
GSM2803009	female	female
GSM2803010	female	female
GSM2803011	female	female
GSM2803012	female	female
GSM2803013	female	female
GSM2803014	female	female
GSM2803015	female	female
GSM2803016	female	female
GSM2803017	female	female
GSM2803018	female	female
GSM2803019	female	female
GSM2803020	female	female
GSM2803409		unknown
GSM2803410		unknown
GSM2803411		unknown
GSM2803412		unknown
GSM2803413		unknown
GSM2803414		unknown
GSM2803442	male	male
GSM2803443	male	male
GSM2803444	male	male
GSM2803445	male	male
GSM2803446	male	male
GSM2803447	male	male
GSM2803448	male	male
GSM2803449	male	male
GSM2803450	male	male
GSM2803451	male	male
GSM2803452	male	male
GSM2803453	male	male
GSM2803454	male	male
GSM2803455	male	male
GSM2803456	male	male
GSM2803457	male	male
GSM2803458	male	male
GSM2803459	male	male
GSM2803460	male	male
GSM2803461	male	male
GSM2803462	male	male
GSM2803463	male	male
GSM2803464	male	male
GSM2803465	male	male
GSM2803466	male	male
GSM2803467	male	male
GSM2803468	male	male
GSM2803469	male	male
GSM2803470	male	male
GSM2803471	male	male
GSM2803472	male	male
GSM2803473	male	male
GSM2803828		unknown
GSM2803829		unknown
GSM2803830		unknown
GSM2803831		unknown
GSM2803832		unknown
GSM2803833		unknown
GSM2803834		unknown
GSM2803835		unknown
GSM2803836		unknown
GSM280394		unknown
GSM280395		unknown
GSM280396		unknown
GSM280397		unknown
GSM280398		unknown
GSM280399		unknown
GSM280400		unknown
GSM280401		unknown
GSM280402		unknown
GSM280403		unknown
GSM280404		unknown
GSM280405		unknown
GSM280406		unknown
GSM280407		unknown
GSM280408		unknown
GSM280409		unknown
GSM2805978		unknown
GSM2805979		unknown
GSM2805980		unknown
GSM2805981		unknown
GSM2805982		unknown
GSM2805983		unknown
GSM2805984		unknown
GSM2805985		unknown
GSM2805986		unknown
GSM2805987		unknown
GSM2805988		unknown
GSM280797		unknown
GSM280798		unknown
GSM280799		unknown
GSM280800		unknown
GSM281727		unknown
GSM281728		unknown
GSM281729		unknown
GSM281730		unknown
GSM281731		unknown
GSM281732		unknown
GSM281733		unknown
GSM281734		unknown
GSM281735		unknown
GSM281736		unknown
GSM281737		unknown
GSM281738		unknown
GSM281739		unknown
GSM281740		unknown
GSM281741		unknown
GSM281742		unknown
GSM282712		unknown
GSM282713		unknown
GSM282714		unknown
GSM282715		unknown
GSM282716		unknown
GSM282717		unknown
GSM282718		unknown
GSM282719		unknown
GSM2839692		unknown
GSM2839693		unknown
GSM2839694		unknown
GSM2839695		unknown
GSM2839696		unknown
GSM2839697		unknown
GSM284833		unknown
GSM284834		unknown
GSM284835		unknown
GSM284836		unknown
GSM284885		unknown
GSM284886		unknown
GSM284887		unknown
GSM284888		unknown
GSM284889		unknown
GSM284890		unknown
GSM2850074	male	male
GSM2850075	male	male
GSM2850076	male	male
GSM2850077	male	male
GSM2850078	male	male
GSM2850079	male	male
GSM2850080	male	male
GSM2850081	male	male
GSM2850082	male	male
GSM2856737		unknown
GSM2856738		unknown
GSM2856739		unknown
GSM2856740		unknown
GSM2856741		unknown
GSM2856742		unknown
GSM2856743		unknown
GSM2856744		unknown
GSM2856745		unknown
GSM2856746		unknown
GSM2856747		unknown
GSM2856748		unknown
GSM2856749		unknown
GSM2856750		unknown
GSM2856751		unknown
GSM2856752		unknown
GSM2856753		unknown
GSM2856754		unknown
GSM2857757	male	male
GSM2857758	male	male
GSM2857759	male	male
GSM2857760	male	male
GSM2857761	male	male
GSM2857762	male	male
GSM2860520	female	female
GSM2860521	female	female
GSM2860522	female	female
GSM2860523	female	female
GSM2860524	female	female
GSM2860525	female	female
GSM2860526	female	female
GSM2860527	female	female
GSM2860528	female	female
GSM2860529	female	female
GSM2860530	female	female
GSM2860531	female	female
GSM2860532	female	female
GSM2860533	female	female
GSM2860534	female	female
GSM2860535	female	female
GSM2860536	female	female
GSM2860537	female	female
GSM2860538	female	female
GSM2860539	female	female
GSM2860540	female	female
GSM2860541	female	female
GSM2860542	female	female
GSM2860543	female	female
GSM286204		unknown
GSM286205		unknown
GSM286206		unknown
GSM286207		unknown
GSM286208		unknown
GSM286209		unknown
GSM286210		unknown
GSM286211		unknown
GSM286212		unknown
GSM286213		unknown
GSM286214		unknown
GSM286215		unknown
GSM286216		unknown
GSM286217		unknown
GSM286218		unknown
GSM2871088		unknown
GSM2871089		unknown
GSM2871090		unknown
GSM2871091		unknown
GSM2871092		unknown
GSM2871093		unknown
GSM2871094		unknown
GSM2871095		unknown
GSM2871096		unknown
GSM2871097		unknown
GSM2871098		unknown
GSM2871099		unknown
GSM2871100		unknown
GSM2871101		unknown
GSM2871102		unknown
GSM2871103		unknown
GSM2871104		unknown
GSM2871105		unknown
GSM2871106		unknown
GSM2871107		unknown
GSM2871108		unknown
GSM2871109		unknown
GSM2871110		unknown
GSM2871111		unknown
GSM2871112		unknown
GSM2871113		unknown
GSM2871114		unknown
GSM2871115		unknown
GSM2871116		unknown
GSM2871117		unknown
GSM2871118		unknown
GSM2871119		unknown
GSM2871120		unknown
GSM2871121		unknown
GSM2871122		unknown
GSM2881578	male	male
GSM2881579	male	male
GSM2881580	male	male
GSM2881581	male	male
GSM2881582	male	male
GSM2881583	male	male
GSM2881584	male	male
GSM2881585	male	male
GSM2881586	male	male
GSM2881587	male	male
GSM2881588	male	male
GSM2881589	male	male
GSM2881590	male	male
GSM2881591	male	male
GSM2881592	male	male
GSM2881593	male	male
GSM2881594	male	male
GSM2881595	male	male
GSM2881596	male	male
GSM2881597	male	male
GSM2881598	male	male
GSM2881599	male	male
GSM2881600	male	male
GSM2881601	male	male
GSM2881602	male	male
GSM2881603	male	male
GSM2881604	male	male
GSM2881605	male	male
GSM2881606	male	male
GSM2881607	male	male
GSM2881608	male	male
GSM2881609	male	male
GSM2881610	male	male
GSM2881611	male	male
GSM2881612	male	male
GSM2881613	male	male
GSM2881614	male	male
GSM2881615	male	male
GSM2881616	male	male
GSM2881617	male	male
GSM288940		unknown
GSM288941		unknown
GSM288943		unknown
GSM288944		unknown
GSM288945		unknown
GSM288946		unknown
GSM288947		unknown
GSM288948		unknown
GSM288950		unknown
GSM288951		unknown
GSM288952		unknown
GSM288953		unknown
GSM288954		unknown
GSM288955		unknown
GSM288956		unknown
GSM288957		unknown
GSM288959		unknown
GSM288960		unknown
GSM289058		unknown
GSM289059		unknown
GSM289060		unknown
GSM289061		unknown
GSM289062		unknown
GSM289063		unknown
GSM289064		unknown
GSM289065		unknown
GSM289066		unknown
GSM289067		unknown
GSM289068		unknown
GSM289069		unknown
GSM289070		unknown
GSM289071		unknown
GSM289072		unknown
GSM289073		unknown
GSM289074		unknown
GSM289075		unknown
GSM289076		unknown
GSM289077		unknown
GSM289078		unknown
GSM289079		unknown
GSM289080		unknown
GSM289081		unknown
GSM289082		unknown
GSM289083		unknown
GSM289084		unknown
GSM289085		unknown
GSM289086		unknown
GSM289087		unknown
GSM289088		unknown
GSM289089		unknown
GSM289090		unknown
GSM289091		unknown
GSM289092		unknown
GSM289093		unknown
GSM289094		unknown
GSM289095		unknown
GSM289096		unknown
GSM289097		unknown
GSM289099		unknown
GSM289100		unknown
GSM289101		unknown
GSM289102		unknown
GSM289103		unknown
GSM289104		unknown
GSM290649		unknown
GSM290650		unknown
GSM290651		unknown
GSM290652		unknown
GSM290653		unknown
GSM290654		unknown
GSM290655		unknown
GSM290656		unknown
GSM290657		unknown
GSM290658		unknown
GSM290659		unknown
GSM290660		unknown
GSM290661		unknown
GSM290662		unknown
GSM290663		unknown
GSM290664		unknown
GSM290666		unknown
GSM290667		unknown
GSM290668		unknown
GSM290669		unknown
GSM290670		unknown
GSM290672		unknown
GSM290673		unknown
GSM290674		unknown
GSM290675		unknown
GSM290676		unknown
GSM290677		unknown
GSM290678		unknown
GSM290679		unknown
GSM290680		unknown
GSM290681		unknown
GSM290682		unknown
GSM290683		unknown
GSM290684		unknown
GSM290685		unknown
GSM290686		unknown
GSM290687		unknown
GSM290688		unknown
GSM290689		unknown
GSM290690		unknown
GSM29111		unknown
GSM29112		unknown
GSM29113		unknown
GSM29114		unknown
GSM29115		unknown
GSM29116		unknown
GSM29117		unknown
GSM29118		unknown
GSM29120		unknown
GSM29122		unknown
GSM29124		unknown
GSM29126		unknown
GSM29127		unknown
GSM29128		unknown
GSM29129		unknown
GSM29130		unknown
GSM29131		unknown
GSM29132		unknown
GSM29133		unknown
GSM29134		unknown
GSM29135		unknown
GSM29136		unknown
GSM29139		unknown
GSM29140		unknown
GSM29142		unknown
GSM29143		unknown
GSM29144		unknown
GSM29145		unknown
GSM29146		unknown
GSM29147		unknown
GSM29148		unknown
GSM29149		unknown
GSM29150		unknown
GSM29151		unknown
GSM29152		unknown
GSM29153		unknown
GSM29154		unknown
GSM29155		unknown
GSM29156		unknown
GSM29158		unknown
GSM2915826	male	male
GSM2915827	male	male
GSM2915828	male	male
GSM2915829	male	male
GSM2915830	male	male
GSM2915831	male	male
GSM2915832	male	male
GSM2915833	male	male
GSM2915834	male	male
GSM2915835	male	male
GSM2915836	male	male
GSM2915837	male	male
GSM2915838	male	male
GSM2915839	male	male
GSM2915840	male	male
GSM2915841	male	male
GSM2915842	male	male
GSM2915843	male	male
GSM2915844	male	male
GSM2915845	male	male
GSM2915846	male	male
GSM2915847	male	male
GSM2915848	male	male
GSM2915849	male	male
GSM2915850	male	male
GSM2915851	male	male
GSM2915852	male	male
GSM2915853	male	male
GSM29160		unknown
GSM29162		unknown
GSM29163		unknown
GSM29164		unknown
GSM29165		unknown
GSM29166		unknown
GSM29167		unknown
GSM29168		unknown
GSM29169		unknown
GSM29170		unknown
GSM29171		unknown
GSM29172		unknown
GSM29183		unknown
GSM29184		unknown
GSM29185		unknown
GSM29186		unknown
GSM29187		unknown
GSM29188		unknown
GSM29189		unknown
GSM29190		unknown
GSM29191		unknown
GSM29192		unknown
GSM29193		unknown
GSM29194		unknown
GSM29195		unknown
GSM29196		unknown
GSM29197		unknown
GSM29198		unknown
GSM29199		unknown
GSM29200		unknown
GSM29201		unknown
GSM29202		unknown
GSM29203		unknown
GSM29204		unknown
GSM29205		unknown
GSM29206		unknown
GSM29207		unknown
GSM29208		unknown
GSM29209		unknown
GSM29210		unknown
GSM29211		unknown
GSM29212		unknown
GSM29213		unknown
GSM29214		unknown
GSM29215		unknown
GSM29216		unknown
GSM29217		unknown
GSM29218		unknown
GSM29219		unknown
GSM29220		unknown
GSM29221		unknown
GSM29222		unknown
GSM29223		unknown
GSM29224		unknown
GSM29225		unknown
GSM29226		unknown
GSM29258		unknown
GSM294924		unknown
GSM294925		unknown
GSM294926		unknown
GSM294927		unknown
GSM294928		unknown
GSM294929		unknown
GSM294930		unknown
GSM294931		unknown
GSM294932		unknown
GSM294933		unknown
GSM294934		unknown
GSM294935		unknown
GSM294936		unknown
GSM294937		unknown
GSM294938		unknown
GSM294939		unknown
GSM294940		unknown
GSM294941		unknown
GSM294942		unknown
GSM294943		unknown
GSM294944		unknown
GSM294945		unknown
GSM294946		unknown
GSM294947		unknown
GSM294948		unknown
GSM294949		unknown
GSM294950		unknown
GSM294951		unknown
GSM294952		unknown
GSM294953		unknown
GSM297524	female	female
GSM297525	female	female
GSM297526	female	female
GSM297527	female	female
GSM297528	female	female
GSM297529	female	female
GSM297530	female	female
GSM297531	female	female
GSM297532	female	female
GSM297533	female	female
GSM297534	female	female
GSM297535	female	female
GSM297536	female	female
GSM297537	female	female
GSM297538	female	female
GSM297539	female	female
GSM297540	female	female
GSM297541	female	female
GSM297542	female	female
GSM297543	female	female
GSM297544	female	female
GSM297545	female	female
GSM297546	female	female
GSM297547	female	female
GSM297548	female	female
GSM297549	female	female
GSM297550	female	female
GSM297551	female	female
GSM297552	female	female
GSM297553	female	female
GSM297670		unknown
GSM297671		unknown
GSM297672		unknown
GSM297673		unknown
GSM297674		unknown
GSM297675		unknown
GSM297676		unknown
GSM297677		unknown
GSM297678		unknown
GSM297679		unknown
GSM297680		unknown
GSM297681		unknown
GSM297682		unknown
GSM298719	male	male
GSM298720	male	male
GSM298721	male	male
GSM298722	male	male
GSM298723	male	male
GSM298724	male	male
GSM298725	male	male
GSM298726	male	male
GSM298727	male	male
GSM298728	male	male
GSM298729	male	male
GSM298730	male	male
GSM298731	male	male
GSM298732	male	male
GSM298733	male	male
GSM298734	male	male
GSM298735	male	male
GSM298736	male	male
GSM298737	male	male
GSM298738	male	male
GSM298941		unknown
GSM298942		unknown
GSM298943		unknown
GSM298944		unknown
GSM298945		unknown
GSM298946		unknown
GSM299114		unknown
GSM299115		unknown
GSM299116		unknown
GSM299117		unknown
GSM299118		unknown
GSM299119		unknown
GSM299120		unknown
GSM299121		unknown
GSM3004384		unknown
GSM3004385		unknown
GSM3004386		unknown
GSM3004387		unknown
GSM3026984		unknown
GSM3026985		unknown
GSM3026986		unknown
GSM3026987		unknown
GSM3026988		unknown
GSM3026989		unknown
GSM3026990		unknown
GSM3026991		unknown
GSM3026992		unknown
GSM3026993		unknown
GSM3026994		unknown
GSM3026995		unknown
GSM303371		unknown
GSM303372		unknown
GSM303373		unknown
GSM303374		unknown
GSM303375		unknown
GSM303376		unknown
GSM303507		unknown
GSM303510		unknown
GSM303511		unknown
GSM303512		unknown
GSM304678		unknown
GSM304679		unknown
GSM304680		unknown
GSM304681		unknown
GSM304682		unknown
GSM304683		unknown
GSM304684		unknown
GSM304685		unknown
GSM304686		unknown
GSM304687		unknown
GSM304688		unknown
GSM304689		unknown
GSM304690		unknown
GSM304691		unknown
GSM304692		unknown
GSM304693		unknown
GSM304694		unknown
GSM304695		unknown
GSM304696		unknown
GSM304697		unknown
GSM305789		unknown
GSM305790		unknown
GSM305791		unknown
GSM305792		unknown
GSM305793		unknown
GSM305794		unknown
GSM305795		unknown
GSM305796		unknown
GSM305797		unknown
GSM305798		unknown
GSM305799		unknown
GSM305800		unknown
GSM305801		unknown
GSM305802		unknown
GSM305803		unknown
GSM305804		unknown
GSM305805		unknown
GSM305806		unknown
GSM305807		unknown
GSM305808		unknown
GSM305809		unknown
GSM305810		unknown
GSM305811		unknown
GSM305812		unknown
GSM305813		unknown
GSM305814		unknown
GSM305815		unknown
GSM305816		unknown
GSM305817		unknown
GSM305818		unknown
GSM305819		unknown
GSM305820		unknown
GSM305821		unknown
GSM305822		unknown
GSM305823		unknown
GSM305824		unknown
GSM305825		unknown
GSM305826		unknown
GSM305827		unknown
GSM305828		unknown
GSM305829		unknown
GSM305830		unknown
GSM305831		unknown
GSM305832		unknown
GSM305833		unknown
GSM305834		unknown
GSM305835		unknown
GSM305836		unknown
GSM305837		unknown
GSM305838		unknown
GSM305839		unknown
GSM305840		unknown
GSM305841		unknown
GSM305842		unknown
GSM305843		unknown
GSM305844		unknown
GSM305845		unknown
GSM305846		unknown
GSM305847		unknown
GSM305848		unknown
GSM305849		unknown
GSM305850		unknown
GSM305851		unknown
GSM305852		unknown
GSM305853		unknown
GSM305854		unknown
GSM305855		unknown
GSM305856		unknown
GSM305857		unknown
GSM305858		unknown
GSM305859		unknown
GSM305860		unknown
GSM306043		unknown
GSM306044		unknown
GSM306045		unknown
GSM306046		unknown
GSM306047		unknown
GSM306048		unknown
GSM306049		unknown
GSM306050		unknown
GSM306051		unknown
GSM306052		unknown
GSM306053		unknown
GSM306054		unknown
GSM306055		unknown
GSM306056		unknown
GSM306057		unknown
GSM306058		unknown
GSM306059		unknown
GSM306060		unknown
GSM306951		unknown
GSM306952		unknown
GSM306953		unknown
GSM306954		unknown
GSM306955		unknown
GSM306956		unknown
GSM306957		unknown
GSM306958		unknown
GSM306959		unknown
GSM306960		unknown
GSM306961		unknown
GSM306962		unknown
GSM306963		unknown
GSM306964		unknown
GSM306965		unknown
GSM306966		unknown
GSM306967		unknown
GSM306968		unknown
GSM306969		unknown
GSM306970		unknown
GSM306971		unknown
GSM306972		unknown
GSM306973		unknown
GSM306974		unknown
GSM306975		unknown
GSM306976		unknown
GSM306977		unknown
GSM306978		unknown
GSM306979		unknown
GSM306980		unknown
GSM306981		unknown
GSM306982		unknown
GSM306983		unknown
GSM306984		unknown
GSM306985		unknown
GSM306986		unknown
GSM306987		unknown
GSM306988		unknown
GSM306989		unknown
GSM306990		unknown
GSM306991		unknown
GSM306992		unknown
GSM306993		unknown
GSM306994		unknown
GSM306995		unknown
GSM306996		unknown
GSM306997		unknown
GSM306998		unknown
GSM3071943	male	male
GSM3071944	male	male
GSM3071945	male	male
GSM3071946	male	male
GSM3071947	male	male
GSM3071948	male	male
GSM3071949	male	male
GSM3071950	male	male
GSM3071951	male	male
GSM3071952	male	male
GSM3071954	male	male
GSM3071955	male	male
GSM3071956	male	male
GSM3071958	male	male
GSM3071959	male	male
GSM3071960	male	male
GSM3071961	male	male
GSM3071962	male	male
GSM307202		unknown
GSM307203		unknown
GSM307204		unknown
GSM307205		unknown
GSM307206		unknown
GSM307207		unknown
GSM307208		unknown
GSM307209		unknown
GSM307210		unknown
GSM307211		unknown
GSM307986		unknown
GSM307987		unknown
GSM307988		unknown
GSM307989		unknown
GSM307990		unknown
GSM307991		unknown
GSM307992		unknown
GSM307993		unknown
GSM308499		unknown
GSM308500		unknown
GSM308501		unknown
GSM308502		unknown
GSM308503		unknown
GSM308504		unknown
GSM308788		unknown
GSM308789		unknown
GSM308790		unknown
GSM308791		unknown
GSM308792		unknown
GSM308793		unknown
GSM308794		unknown
GSM308795		unknown
GSM308796		unknown
GSM308797		unknown
GSM308798		unknown
GSM308799		unknown
GSM308800		unknown
GSM308801		unknown
GSM308802		unknown
GSM308803		unknown
GSM308804		unknown
GSM308805		unknown
GSM308806		unknown
GSM308807		unknown
GSM308808		unknown
GSM308809		unknown
GSM308810		unknown
GSM308811		unknown
GSM308812		unknown
GSM308813		unknown
GSM308814		unknown
GSM308815		unknown
GSM308816		unknown
GSM308817		unknown
GSM308818		unknown
GSM308819		unknown
GSM309171		unknown
GSM309172		unknown
GSM309173		unknown
GSM309174		unknown
GSM309175		unknown
GSM309176		unknown
GSM309177		unknown
GSM309178		unknown
GSM309179		unknown
GSM309352	male	male
GSM309401	male	male
GSM309402	male	male
GSM309403	male	male
GSM309404	male	male
GSM309405	male	male
GSM309406	male	male
GSM309407	male	male
GSM309408	male	male
GSM309409	male	male
GSM309411	male	male
GSM309412	male	male
GSM309413	male	male
GSM309414	male	male
GSM309415	male	male
GSM309416	male	male
GSM309417	male	male
GSM309418	male	male
GSM309419	male	male
GSM310023		unknown
GSM310024		unknown
GSM310025		unknown
GSM310026		unknown
GSM310027		unknown
GSM310028		unknown
GSM310029		unknown
GSM310030		unknown
GSM310031		unknown
GSM310032		unknown
GSM310033		unknown
GSM310034		unknown
GSM310035		unknown
GSM310036		unknown
GSM310037		unknown
GSM310038		unknown
GSM310039		unknown
GSM310040		unknown
GSM310041		unknown
GSM310042		unknown
GSM310043		unknown
GSM310044		unknown
GSM310045		unknown
GSM310046		unknown
GSM310047		unknown
GSM310048		unknown
GSM310049		unknown
GSM310050		unknown
GSM310051		unknown
GSM310052		unknown
GSM310053		unknown
GSM310054		unknown
GSM310055		unknown
GSM310056		unknown
GSM310057		unknown
GSM310058		unknown
GSM310059		unknown
GSM310060		unknown
GSM310061		unknown
GSM310062		unknown
GSM310063		unknown
GSM310064		unknown
GSM310065		unknown
GSM310066		unknown
GSM3110133		unknown
